STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FJI,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Fiji,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,20.549,24.213,27.983,25.558,23.254,20.79,18.404,18.725,18.935,19.09,19.55,20.086,20.071,20.093,20.199,21.786,21.847,20.787,20.701,20.786,20.732
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ALB,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Albania,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,35.186,32.648,30.37,28.166,30.734,29.72,30.011,27.654,30.977,31.392,29.816,27.391,26.227,26.614,25.824,26.943,24.084,23.714,23.16,23.258,23.355
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ROU,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Romania,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,20.809,19.894,19.327,18.559,19.59,16.605,17.47,16.807,16.959,17.013,18.084,17.382,15.154,14.517,14.657,14.754,18.015,17.518,16.541,17.037,17.108
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MYS,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Malaysia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,15.576,15.546,15.423,15.002,14.981,14.603,14.37,13.95,13.65,12.77,12.245,11.69,11.8,12.47,11.41,13.63,9.25,10.22,10.129,10.197,10.264
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AUS,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Australia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,10.63,10.273,9.87,9.541,11.4,11.32,10.59,9.91,11.02,10.09,9.8,8.69,8.96,9.419,9.361,10.706,9.27,8.389,7.913,8.53,8.59
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,18.746995622654826,18.68290009174713,18.44617788505099,18.17285059786396,18.038936318629535,17.41939613349322,16.97920016100585,16.346946774994187,15.976395163467437,15.355411098841225,15.139202208211072,14.826350005706441,14.380214419089352,13.548799525361565,13.564169927217721,14.931615258248957,14.034052827878698,13.308893837699994,13.143930825093236,13.140923226449507,13.398005757855081
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ERI,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Eritrea,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,22.348,22.095,21.967,22.211,22.509,23.062,23.009,23.026,23.043,22.76,23.57,23.696,23.994,24.198,24.665,25.984,25.952,25.52,25.445,25.649,25.841
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OED,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,OECD members,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,16.004688780695634,15.45081969196551,15.109661158927508,15.246916082847887,16.31276389328372,16.113331773413602,15.709430128504692,15.451776714909341,15.308809007555316,14.577774234254388,14.055881666083206,13.741396671081153,13.25762263272834,13.151809496645361,13.086013005830505,15.097835340819778,13.70404585582241,12.713150184016126,12.370109801094086,12.570263150052911,12.59488224095604
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GNQ,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Equatorial Guinea,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,24.299,24.336,24.177,23.863,23.879,24.039,23.621,23.165,22.862,22.631,22.745,22.883,22.904,23.033,23.346,24.625,24.437,23.964,24.182,24.614,25.147
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TSA,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Asia (IDA & IBRD),"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,29.671534540690818,29.714652215458905,29.540166675863112,29.32966237530163,29.233349622379347,28.8052418747272,27.687647699798816,27.049004469277573,27.62790102539551,27.989867716052654,28.35292230759773,28.820734510979324,29.17931017197625,29.463233426879327,29.008139615265936,29.50700162105604,26.854164443932575,24.619589005969427,22.571564236700382,23.267919409946412,23.37474031150628
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COM,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Comoros,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,28.049,28.241,28.422,28.442,28.402,28.45,28.187,28.085,27.895,27.584,26.39,25.286,24.326,23.511,22.71,22.093,21.168,21.099,21.116,21.233,21.349
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Netherlands,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,6.431,5.122,4.583,4.593,4.865,4.691,4.201,5.036,5.969,5.829,4.22,4.594,4.182,4.027,4.256,4.673,3.079,3.259,3.717,3.579,3.583
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,29.16359214528358,28.930735875748205,28.59370405401055,28.155116443414776,27.84957546459092,27.51917763280627,26.783113393931707,26.145049145032814,26.15428510628515,26.163277840357026,26.378296005781753,26.478210227240854,26.534246221315975,26.629065303061356,26.29696317616084,27.614740074557023,25.852524340928703,24.4762505898712,23.117256924043062,23.523360240160446,23.634495998329395
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SWE,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Sweden,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,9.869,9.355,7.54,7.872,9.639,7.786,7.644,7.898,7.517,7.254,6.809,6.589,6.273,6.174,5.527,6.517,5.061,4.948,5.12,5.51,5.551
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LAC,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Latin America & Caribbean (excluding high income),"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,21.088907430421223,20.687485631435347,20.49398664124315,20.192788680168597,20.50700930712549,20.42831289950764,20.34470095457041,20.46184984798245,20.66904356904891,20.695311598749004,21.146207308417697,21.616680402919993,21.676535562141027,21.56711393281236,21.437427319019843,24.115712491067804,21.63693668126713,20.28289298274679,19.544819248711477,19.179001370173474,19.224981455470775
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SST,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Small states,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,25.101433576269446,24.40707202244292,24.434573750285097,24.14230324603418,24.582515426286886,24.3226625002146,24.222460270389377,24.37132916229908,24.468273498393287,24.240199965220135,24.049512142945165,24.24097762049741,24.330143156160055,24.37009763733949,24.176050559453433,25.764944288944058,25.325951784808158,25.119017767673633,24.63950510660961,24.485393967492023,24.55394199866062
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECS,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,18.612110604237184,18.044059461516284,17.33972020747056,16.92138688043165,17.75767165930798,17.348606675767098,16.85564888023937,16.710351224534982,16.492262786214567,15.912912735277864,15.338964530430687,15.110292709721302,14.712022285482636,14.410126559118334,14.232500790282126,15.133832487791267,14.274217289575425,13.417723718946418,12.852965800339614,12.98227272010619,13.001735119126176
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HUN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Hungary,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,12.722,12.435,11.458,11.463,13.605,12.555,13.213,14.785,15.466,13.619,11.581,11.047,11.039,10.741,11.015,11.743,10.615,9.841,9.832,9.98,10.014
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CAF,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Central African Republic,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,29.793,29.672,29.576,29.523,29.558,29.331,28.844,28.517,28.573,28.323,28.379,28.675,28.833,28.954,29.203,30.227,30.219,29.818,29.757,29.845,29.933
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TLA,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Latin America & Caribbean (IDA & IBRD),"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,21.38753018006858,20.977831154073357,20.746757784302222,20.525783617541713,20.73347082197729,20.432745322099844,20.345636264034162,20.400996465222757,20.631806279502126,20.69289974266956,21.118661054563713,21.51739041619522,21.725024419894684,21.595938059010294,21.472906703378975,24.060322222207425,21.66190582521277,20.35283377386206,19.71350900202315,19.33030571968892,19.38646476104984
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDA,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Moldova,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,26.443,23.602,22.853,20.543,21.234,19.453,19.724,19.282,18.627,16.386,15.689,16.272,16.922,17.83,17.479,15.592,13.55,14.963,13.308,11.491,11.581
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CAN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Canada,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,12.78,12.207,11.942,12.42,13.928,13.697,13.192,13.252,12.914,13.55,13.272,12.889,12.072,12.211,12.043,17.865,12.815,11.599,11.735,12.988,13.014
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRC,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Greece,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,13.847,13.328,13.051,13.097,13.467,15.767,18.311,21.134,21.244,19.869,17.896,16.239,15.885,14.688,12.977,13.53,12.048,11.352,12.505,10.43,10.438
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KOR,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Korea, Rep.","Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,12.45,11.49,10.14,10.29,10.79,10.9,11.17,10.93,10.92,10.59,12.07,12.12,12.1,12.43,12.5,13.31,12.57,11.122,11.052,11.035,11.019
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tunisia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,26.698,26.418,26.119,25.846,26.003,25.227,28.792,28.684,28.927,30.417,29.271,28.62,27.926,26.934,26.788,26.587,25.223,23.768,22.648,22.78,22.911
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TJK,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tajikistan,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,37.205,37.996,38.319,40.255,42.2,42.248,42.306,42.212,42.179,41.943,41.668,41.328,41.036,40.764,40.466,40.256,39.563,39.236,39.329,39.459,39.59
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IDB,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,IDA blend,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,24.615737771454018,24.816256518583735,24.35832394699548,23.819972793194957,22.980628268903466,22.847579556728085,23.04244214753634,23.080725670618296,22.38411008268275,22.27145866117222,22.090071574491652,22.08308094116277,22.58629201165417,22.96812812576793,22.729326602955418,24.954444357798884,24.37423617407396,23.635230171314017,23.285103208415723,23.272128537052073,23.29001599835171
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VCT,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,St. Vincent and the Grenadines,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,30.0,29.45,28.992,28.747,29.382,29.792,29.85,29.508,29.204,29.163,28.596,28.404,28.136,27.679,27.65,29.858,28.625,27.145,26.133,25.703,25.738
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DNK,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Denmark,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4.366,3.642,4.326,5.214,6.48,6.857,7.186,7.346,6.633,6.394,7.032,6.72,7.582,7.683,7.722,7.464,7.111,6.766,7.155,6.848,6.862
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GUY,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Guyana,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,41.695,41.475,41.601,41.817,42.117,42.218,42.238,42.363,42.542,42.735,42.902,42.936,42.898,42.926,45.662,46.614,45.659,43.253,42.715,42.853,42.992
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLE,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Sierra Leone,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,29.096,29.505,29.916,30.325,30.806,31.106,31.338,31.477,31.499,32.31,32.203,31.706,31.246,30.784,30.866,31.185,31.03,30.914,30.835,30.802,30.755
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBY,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Libya,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,35.667,35.095,34.413,33.949,33.588,33.022,33.459,30.822,31.079,31.489,31.376,31.218,30.477,30.14,30.391,31.849,30.896,30.837,30.422,30.681,30.467
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,THA,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Thailand,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,10.514,10.853,10.154,11.905,13.71,12.52,12.55,12.85,14.373,13.324,13.591,14.966,15.585,14.782,14.88,15.135,14.751,13.347,12.463,12.824,12.889
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGD,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Bangladesh,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,30.99,32.256,32.168,32.086,31.753,30.06,29.686,29.479,29.311,29.345,29.124,28.88,27.386,24.753,22.067,20.161,17.505,14.958,14.338,15.431,15.598
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AGO,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Angola,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,26.231,26.046,25.839,25.744,25.812,27.273,28.431,29.047,29.767,30.622,29.109,27.521,26.03,24.582,22.922,23.591,21.639,24.766,24.68,24.739,24.799
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MMR,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Myanmar,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,17.298,17.648,17.972,18.076,18.178,18.249,18.228,18.486,18.554,18.609,18.62,17.799,16.586,12.786,13.782,15.02,16.922,16.171,16.127,16.227,16.326
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KHM,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Cambodia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,8.159,7.933,7.738,7.864,7.13,8.564,10.045,12.718,13.658,13.499,13.053,12.586,12.196,11.741,11.383,11.625,13.067,11.43,11.023,11.015,11.008
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VNM,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vietnam,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,10.884,10.812,10.6,10.518,10.271,8.242,8.292,9.438,9.987,9.727,9.884,9.47,9.702,8.305,13.237,14.184,14.922,11.062,10.818,10.847,10.877
