STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MLI,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Mali,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,734728.991985321,2.02533645629883E7,9.25974349975586E7,6.1740283966064505E7,1.5000456237793E8,1.8314469909668E8,2.0466400146484402E8,1.32494171142578E8,2.18168487548828E8,1.62987915039063E8,1.5838311767578098E8,1.9682135009765598E8,2.2401356506347698E8,3.78896240234375E8,5.53819458007813E8,5.88201843261719E8,3.4108602905273396E8,3.99479705810547E8,4.84903045654297E8,5.21021606445313E8,6.79942077636719E8,6.14962463378906E8,5.78683166503906E8,6.00608703613281E8,9.567626953125E8,1.09548083496094E9,8.69905334472656E8,7.16173217773438E8,8.09904113769531E8,8.27795654296875E8,7.86520263671875E8,7.26851379394531E8,6.55225769042969E8,5.89011169433594E8,6.57228149414063E8,7.05512145996094E8,6.57284240722656E8,6.44688354492188E8,5.26337646484375E8,5.44636047363281E8,4.8821981811523396E8,5.92238830566406E8,6.81286987304688E8,7.821748046875E8,7.53128356933594E8,9.01530578613281E8,1.04370666503906E9,1.11443322753906E9,1.00149810791016E9,1.07569348144531E9,1.03491284179688E9,1.336076171875E9,1.12163928222656E9,1.44336743164063E9,1.2823681640625E9,1.40707458496094E9,1.42413000488281E9,1.56152404785156E9,1.71588366699219E9,2.03962524414063E9,1.70872033691406E9,1.46925219726563E9,1.25999243164063E9,1.29247863769531E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COM,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Comoros,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,4.56260185241699E7,7.05122985839844E7,5.81016883850098E7,4.35957260131836E7,5.53839721679688E7,5.79014511108398E7,5.69830665588379E7,8.130316162109381E7,1.20505210876465E8,7.85295944213867E7,9.60285491943359E7,4.6201473236084E7,4.40230827331543E7,5.28515625E7,1.04845420837402E8,1.19641540527344E8,1.03024055480957E8,1.0147599029541E8,1.2039121246337901E8,1.34082336425781E8,1.0220692443847701E8,1.0056972503662099E8,8.99988861083984E7,7.814752197265631E7,6.78879623413086E7,9.76079025268555E7,6.83387145996094E7,6.965203857421881E7,5.56892700195313E7,5.11240158081055E7,5.18495254516602E7,4.3701545715332E7,5.76861763000488E7,3.26243286132813E7,3.24842109680176E7,4.62252731323242E7,4.35080986022949E7,3.32283744812012E7,3.1502689361572303E7,2.74564018249512E7,3.65400314331055E7,4.7572662353515595E7,4.0872974395752005E7,4.9313606262207E7,4.9336475372314505E7,5.32476692199707E7,1.01943412780762E8,8.12641448974609E7,7.48261184692383E7,7.48220138549805E7,6.2136524200439505E7,7.54294662475586E7,9.72971572875977E7,8.14942779541016E7,1.41625946044922E8,1.57696899414063E8,1.47386001586914E8,1.6635093688964802E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SSD,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,South Sudan,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35125732421875E8,1.27594812011719E9,1.48657141113281E9,2.15334008789063E9,1.94543188476563E9,1.88563916015625E9,2.56632690429688E9,1.78793920898438E9,1.90657385253906E9,2.03885083007813E9,2.20958984375E9,2.15309326171875E9,1.79172399902344E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CYM,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Cayman Islands,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,9805168.15185547,6890772.81951904,9525056.83898926,6488786.22055054,1.19483528137207E7,2228764.0571594196,3621536.0164642297,2644696.9509124802,1504469.03705597,986099.0047454829,930803.000926971,168478.99556160002,4339346.88568115,4230065.82260132,2.27153511047363E7,2310714.9600982703,4724376.20162964,-422495.007514954,57955.9989273548,-549018.979072571,-1437914.96753693,-690478.026866913,-2637299.06082153,-5369999.88555908,419999.986886978,4750000.0,-6289999.96185303,-1370000.00476837,-2920000.07629395,-1950000.04768372,529999.971389771,,,,,,,,,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRK,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,"Korea, Dem. People's Rep.",Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,1.5686674499511698E8,,,,,,,1.49227380752563E7,1.2086915969848601E7,3.0146541595459E7,1.6038967132568398E7,1.49061412811279E7,1.25488147735596E7,1.34985971450806E7,1.5379075050354E7,2.09188117980957E7,8162023.54431152,1.7398889541626003E7,3.64526214599609E7,1.4295610046386698E8,1.67418579101563E8,3.39618713378906E8,1.30543563842773E8,2.14460220336914E8,4.38513000488281E8,1.94264419555664E8,2.2187678527832E8,1.1192829132080099E8,6.75263671875E7,1.1974594879150401E8,2.634453125E8,7.49853134155273E7,8.07219314575195E7,1.1376702117919901E8,9.64546432495117E7,1.0202205657959E8,1.4251202392578098E8,1.50321853637695E8,1.3899258422851598E8,1.4204754638671902E8,1.27438552856445E8,1.4256172180175802E8,1.3621490478515598E8,2.1423021316528298E7,1.42426977157593E7,1.44244070053101E7
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SSA,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Sub-Saharan Africa (excluding high income),Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,5.63989990946651E9,7.40584010658413E9,7.65733988827467E9,7.45410987493396E9,8.09841000366211E9,8.35012992668152E9,8.588040027856831E9,9.36817005753517E9,8.292359943579881E9,7.6270699688457E9,7.79870001846552E9,8.281850020855671E9,7.91885994973779E9,8.56432996562868E9,1.10801499915123E10,1.2805830027818699E10,1.16177400474548E10,1.2674459942817701E10,1.49074899616241E10,1.6759690045356802E10,1.7675959980011E10,1.8411769982337997E10,1.9878729907035797E10,1.9518599891929E10,2.24576800751686E10,2.43009200124741E10,2.33486000084877E10,2.31315700752735E10,2.44331499109268E10,2.6362199848175003E10,2.65789101705551E10,2.58563300628662E10,2.6476460231304203E10,2.49317498664856E10,2.6651269901275597E10,2.3109350112915E10,2.08221200637817E10,2.07669598960876E10,2.03622799720764E10,1.8615519929885902E10,1.95065101108551E10,2.20261499700546E10,2.8113439970016502E10,3.20369001607895E10,3.08893199958801E10,3.70617796878815E10,4.5149809932708694E10,3.67627496299744E10,3.93005700035095E10,4.47763302307129E10,4.46432399215698E10,4.52329200401306E10,4.5798410099029495E10,4.62074598655701E10,4.4778219711303696E10,4.75521900596619E10,4.74864301948547E10,5.21756796913147E10,5.1352130264282196E10,5.44641099243164E10,6.6884599784851105E10,5.88023903656006E10,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FJI,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Fiji,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.24157838821411E7,1.11350011825562E7,1.1566444396972701E8,4.66950798034668E7,3.50660591125488E7,4.19174995422363E7,3.7556121826171905E7,2.5384883880615197E7,5.90488357543945E7,7.97718658447266E7,5.84362716674805E7,7.93642807006836E7,5.71932792663574E7,8.86408157348633E7,7.76370697021484E7,9.3903190612793E7,1.18284332275391E8,1.0275329589843799E8,9.75798187255859E7,1.00543151855469E8,9.71614761352539E7,1.09667533874512E8,9.57983856201172E7,9.21768112182617E7,8.90748596191406E7,9.07463073730469E7,9.96189117431641E7,7.23163909912109E7,9.84464569091797E7,7.51424102783203E7,8.61962814331055E7,7.60902938842773E7,1.0377671813964799E8,9.34723587036133E7,6.05188751220703E7,6.04648590087891E7,6.06588554382324E7,6.2413768768310495E7,5.46667404174805E7,4.71320152282715E7,4.26820030212402E7,4.16443405151367E7,4.90917129516602E7,6.505882263183589E7,8.22153778076172E7,8.19154891967773E7,7.09110107421875E7,5.75064582824707E7,4.8972240447997995E7,6.73986511230469E7,7.18319549560547E7,6.36194038391113E7,9.21780624389648E7,8.65864105224609E7,9.21364822387695E7,1.17330505371094E8,1.33171890258789E8,1.57180786132813E8,1.29433883666992E8,1.4244172668457E8,2.02924041748047E8,5.89152160644531E8,3.68968322753906E8,1.9019009399414098E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GNB,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Guinea-Bissau,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,1.0694782257080099E7,,,,,2.5867801666259803E7,5716742.03872681,,886798.977851868,,1414155.00640869,,48742.998391389796,4.59174346923828E7,7.87458572387695E7,8.90287246704102E7,1.33873153686523E8,1.52478790283203E8,1.3620915222168E8,1.3941474914550802E8,1.6751275634765598E8,1.7258583068847698E8,1.7617642211914098E8,1.6406898498535198E8,1.60279312133789E8,1.5645547485351598E8,2.1544439697265598E8,1.8151478576660198E8,2.22850662231445E8,2.0747842407226598E8,1.77739013671875E8,1.59911346435547E8,1.4552803039550802E8,2.90466735839844E8,1.5699786376953098E8,2.5480220031738302E8,1.8880108642578098E8,1.43552764892578E8,8.46151580810547E7,1.44163558959961E8,1.10466537475586E8,1.0044370269775401E8,2.0175224304199198E8,9.82170562744141E7,8.29819412231445E7,1.05675910949707E8,1.3629756164550802E8,1.3454975891113302E8,1.5203817749023402E8,1.22037185668945E8,1.1796410369873E8,8.51607437133789E7,1.09235168457031E8,1.12106597900391E8,1.1111592102050799E8,2.27292709350586E8,1.2945719909668E8,1.6765840148925802E8,1.2532360839843799E8,1.5968046569824198E8,1.7315690612793E8,1.5874920654296902E8,1.88911605834961E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,4.7447999310493565E8,4.848800052404409E8,4.5150999832153326E8,3.2377000328153336E8,5.3504000449180585E8,5.046999876499175E8,7.067199926376348E8,5.481199918985364E8,7.881100151538854E8,7.57289991617202E8,6.878700115680696E8,8.997699806690221E8,8.98390007972718E8,6.28309989929199E8,6.525200071334841E8,6.813299869298937E8,6.966000177860256E8,6.463099923133852E8,6.333300046920782E8,8.319300055503848E8,9.626000027656558E8,6.578699998855593E8,5.760500102043152E8,5.76749997258186E8,5.83729990839958E8,5.725299924612051E8,5.580599927902224E8,6.927399830818174E8,4.0760000228881806E8,3.2369000339508057E8,2.903799993991852E8,3.7691000060737145E8,3.228900022506712E8,2.099600005708634E8,3.3892999967932796E8,3.4087000197172207E8,3.6619000619649935E8,4.5531999874115026E8,4.706599988937378E8,6.014100105762482E8,5.3073000335693365E8,3.2856999969482416E8,2.9705999934673303E8,3.3823000168800366E8,3.498400096893314E8,2.1228999829292294E8,2.0513000011444095E8,2.4149999618530285E8,3.5777000427246106E8,5.145399932861334E8,5.491100006103516E8,6.441499996185309E8,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLV,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,El Salvador,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.09030361175537E7,6.60853652954102E7,5.06678886413574E7,9.014630126953131E7,9.55956649780273E7,1.0793258666992201E8,1.51545394897461E8,1.0232536315918E8,7.34513702392578E7,8.24466781616211E7,8.82978439331055E7,6.43283767700195E7,9.08330917358398E7,6.4659080505371094E7,4.48053398132324E7,7.06395416259766E7,6.83548202514648E7,8.80377197265625E7,9.46405487060547E7,1.01941833496094E8,2.3787629699707E8,3.30489196777344E8,5.01147155761719E8,6.46698974609375E8,5.98455688476563E8,8.12659301757813E8,7.79267944335938E8,9.48148803710938E8,8.54709594726563E8,7.9961328125E8,6.38155456542969E8,5.02688751220703E8,6.45338745117188E8,5.98818969726563E8,4.5099789428710896E8,3.95007873535156E8,3.6448544311523396E8,3.8202767944335896E8,2.7489346313476604E8,2.81771179199219E8,2.71900573730469E8,4.0024279785156304E8,3.9346743774414104E8,2.99845733642578E8,3.32350372314453E8,2.7170034790039104E8,2.0611225891113302E8,1.3447431945800802E8,2.4773202514648402E8,3.24097473144531E8,3.5340515136718804E8,3.5312292480468804E8,2.7306787109375E8,1.84091232299805E8,1.10354286193848E8,1.0941967010498E8,1.5769172668457E8,1.7988070678710902E8,2.8703335571289104E8,3.5062753295898396E8,3.73298614501953E8,2.2032237243652302E8,7.42729797363281E8,4.9881039428710896E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TSA,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,South Asia (IDA & IBRD),Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,8.128329901695256E9,8.99074978280068E9,6.916929918885238E9,7.689699963331224E9,1.0101889952421192E10,1.3668469929695133E10,1.2794359873771679E10,9.024370101928715E9,9.245220048904428E9,9.56287979698182E9,1.2093539966583252E10,1.0682619935989384E10,1.0932170067787176E10,1.0287989795684818E10,1.0288019680023201E10,9.920459751129147E9,9.959900075435638E9,8.414480018615737E9,9.071660057067877E9,9.156519947052004E9,7.823819931030281E9,1.0147279895782473E10,8.027410121917739E9,6.277640014648439E9,7.613169891357433E9,4.977849956512451E9,5.326469884872444E9,5.330730110168461E9,5.618050031661997E9,4.91498999786378E9,4.827170019149782E9,7.95668997192383E9,8.887650051116951E9,6.960529991149905E9,7.826189971923836E9,1.0240690002441422E10,9.613499877929695E9,1.1128269958496094E10,1.0972919872283937E10,1.4132650207519547E10,1.5035679969787601E10,1.6010350009918222E10,1.3484630199432383E10,1.3471789958953861E10,1.5058520030975342E10,1.6644870159149174E10,1.4661570474624645E10,1.574913992309571E10,1.2339529953002941E10,1.5270480247497564E10,1.6458270339965822E10,1.6879930511474617E10,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TMN,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,4.354419969558716E9,3.9368899822235107E9,3.9501800193786626E9,9.275120111465458E9,1.3709199743270878E10,1.833994972133637E10,1.785955948448182E10,1.9326180465698254E10,1.7516780183792118E10,1.6708060386657715E10,1.7731760259628304E10,1.7380360012054443E10,1.4058429813385027E10,1.1411270094871529E10,1.1203199740529058E10,1.1861519879341137E10,9.128239986419685E9,9.017440158843996E9,6.450620025634771E9,6.458630031585697E9,1.7093009848594666E10,1.546816971588135E10,9.687240119457243E9,7.620090064048767E9,7.970420114040375E9,5.921709951877596E9,6.507130001068115E9,6.46980987167359E9,6.684070055961609E9,6.03566989421845E9,5.561730136871338E9,5.898149968147282E9,5.024410051345831E9,9.032379990577705E9,1.1070220234870909E10,3.096368979263306E10,1.567173006057739E10,1.554398016738892E10,1.6464770500183107E10,8.379689895629883E9,7.207649977684031E9,7.809159919738765E9,9.693130020141611E9,1.5744989990234386E10,1.6058960166931158E10,1.6623559562683123E10,2.298426025390626E10,2.4600949554443363E10,2.8253610122680683E10,2.4221039688110367E10,2.4845969726562508E10,2.8951530029296894E10,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KHM,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Cambodia,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.1893853759765598E8,1.9801727294921902E8,1.73524536132813E8,1.8395524597168E8,9.84067916870117E7,7.42620544433594E7,8.80697937011719E7,1.01227844238281E8,7.13844985961914E7,8.71790771484375E7,1.32079345703125E8,2.4323129272460902E8,3.7119467163085896E8,7.44334655761719E8,1.46354992675781E9,3.56838806152344E8,2732597.11265564,1101539.0157699601,680853.009223938,3.07919677734375E8,6.79980346679688E8,2.92277282714844E8,9.60934600830078E7,1.04586555480957E8,6.04723968505859E7,3.95864410400391E7,3.4908721923828095E7,3.34802169799805E7,3.89591598510742E7,4.5187347412109405E7,7.1270866394043E7,1.4681822204589802E8,2.93683776855469E8,4.3016439819335896E8,4.0333068847656304E8,5.96461486816406E8,5.04513153076172E8,4.6131604003906304E8,4.407451171875E8,3.61144348144531E8,4.9861245727539104E8,5.34368347167969E8,5.9610400390625E8,5.60278381347656E8,4.88658935546875E8,5.33712585449219E8,5.47968811035156E8,6.90067138671875E8,6.28916931152344E8,6.63379699707031E8,6.496103515625E8,6.51445556640625E8,7.66222717285156E8,7.90479125976563E8,7.97194030761719E8,7.56306335449219E8,7.97708312988281E8,9.08426696777344E8,8.09774108886719E8,1.02519152832031E9,1.407501953125E9,1.29031311035156E9,1.5820244140625E9,1.58126062011719E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HRV,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Croatia,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12543.9995899796,,1.64152465820313E8,7.57320785522461E7,1.8195796203613302E8,6.66340408325195E7,6.89179840087891E7,7.97373733520508E7,1.1288242340087901E8,1.92200653076172E8,2.1121844482421902E8,1.77481674194336E8,1.63962875366211E8,1.5573603820800802E8,2.4044979858398402E8,1.8028950500488302E8,2.4248736572265598E8,1.7364225769043E8,1.5951432800293E8,259999.990463257,,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AZE,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Azerbaijan,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375014.990568161,1.07385931015015E7,3.68107299804688E7,2.3622297668457E8,1.6490739440918E8,1.3735459899902302E8,2.7008511352539104E8,1.80687240600586E8,2.52666915893555E8,1.98381713867188E8,3.01211883544922E8,4.6167959594726604E8,3.8489001464843804E8,2.28550415039063E8,2.60483154296875E8,2.46490310668945E8,2.36587387084961E8,2.3740376281738302E8,2.37326248168945E8,1.3742414855957E8,2.5181390380859402E8,2.36174346923828E8,-8.81091537475586E7,2.01146209716797E8,7.4457893371582E7,7.52373886108398E7,1.28525848388672E8,8.63003692626953E7,1.33125152587891E8,1.38112289428711E8,2.55781059265137E7,5.6823394775390595E7,1.23224662780762E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUV,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Tuvalu,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,201349.00510311098,1.54974279403687E7,1.1319991111755399E7,1.0697904586792E7,1.31111726760864E7,1.27270812988281E7,1.32234888076782E7,1.62242527008057E7,1.21150369644165E7,1.67196521759033E7,1.04560604095459E7,1.19504499435425E7,6.09982719421387E7,2.64895267486572E7,1.08252115249634E7,8833062.17193604,9071947.09777832,1.20543336868286E7,8150818.82476807,1.08185329437256E7,1.18454637527466E7,1.31522159576416E7,1.1246441841125501E7,9638684.27276611,7391410.82763672,8036210.060119631,1.23234300613403E7,1.51590232849121E7,8744537.35351563,1.1189517974853499E7,1.16861200332642E7,1.53000955581665E7,1.18725366592407E7,1.6327350616455099E7,1.51534585952759E7,1.21526641845703E7,3.01056118011475E7,2.21815204620361E7,2.51549682617188E7,3.26885566711426E7,5.3839508056640595E7,2.75403270721436E7,3.13369541168213E7,2.92934722900391E7,3.9716705322265595E7,4.6393604278564505E7,3.52575721740723E7,6.5802635192871094E7,6.83411102294922E7
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ABW,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Aruba,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,4.2126495361328095E7,1.04198600769043E8,4.48600196838379E7,3.98699111938477E7,5.3181613922119096E7,5.52991600036621E7,4.59647674560547E7,5.0673095703125E7,4.34440383911133E7,3.05423240661621E7,3.71285629272461E7,2.9611976623535197E7,4.25112915039063E7,1.9023832321167E7,-1.28100624084473E7,2.11800003051758E7,-3079999.92370605,1.75300006866455E7,1.0411000061035201E8,-1.38800001144409E7,,,,,,,,,,,,,,,,,,,
