STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,3.3041499519646163E9,3.4987500180676575E9,3.7978900415003295E9,3.830179988861084E9,5.367859993577005E9,6.833750008583073E9,6.051860012054445E9,6.912419988632198E9,7.887449923515319E9,9.599709981441511E9,1.0648089997291576E10,1.1103669884681704E10,1.2144059967994692E10,1.2039640123633675E10,1.2314459776878363E10,1.4261039956092836E10,1.3403239928483969E10,1.3733100020647064E10,1.4376240056276329E10,1.4331689865112305E10,1.568629994106294E10,1.473048003768921E10,1.5747409928679491E10,1.4906450096130367E10,1.4351230020523077E10,1.3457149871826172E10,1.051133000564576E10,1.1173139955520641E10,1.0808109958648687E10,1.049284001159668E10,1.180073003578187E10,1.2925740022659307E10,1.6770769834518435E10,2.1152470178604137E10,1.8811249705314636E10,1.858278999328615E10,2.0316580111503624E10,2.075168001031876E10,2.315324004745485E10,2.5534140121459976E10,2.517201996612551E10,2.728151031875612E10,2.5574370029449482E10,2.8148420082092297E10,2.4798370348930378E10,2.6665950030803696E10,2.649727997207643E10,2.8978569827079784E10,2.752548981094363E10,3.067884982872011E10,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EST,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Estonia,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15200004577637E7,1.4989999389648402E8,6.93300018310547E7,6.81399993896484E7,7.88899993896484E7,8.12099990844727E7,1.00870002746582E8,1.4042999267578098E8,1.3225E8,1.13E8,1.23080001831055E8,9.27900009155273E7,1.1601000213623E8,1.6596000671386698E8,,,,,,,,,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECS,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.7460700055360801E9,2.9211899535656E9,2.92633004450798E9,2.8030400043726E9,1.9865499434471102E9,1.91660001373291E9,2.2543500173091903E9,1.70888001728058E9,1.34501001024246E9,1.39371998023987E9,1.10017995834351E9,1.3663299913406398E9,1.62761999130249E9,1.11222997283936E9,6.49760005950928E8,5.49440000534058E8,1.0332699956893901E9,7.74029987335205E8,5.84400002002716E8,1.6033499913215601E9,2.5637099866867104E9,2.1032199382782001E9,1.82146004867554E9,1.1234099988937402E9,8.44499971866608E8,8.005400114059451E8,9.5135999083519E8,8.63010015010834E8,6.63650010108948E8,5.14400003928691E8,5.60679990150407E9,1.3674770032802578E10,1.159690990222432E10,1.4472640174865719E10,1.4219830213546751E10,1.505819004952908E10,1.194954994690419E10,1.059204995799065E10,1.313766996216774E10,1.740519977831839E10,1.744129974555965E10,1.586732002329826E10,1.6886779837206009E10,1.3714889939695599E10,1.4071490034967659E10,5.61110000419617E9,6.84100001907349E9,6.05387001609802E9,7.00648998832703E9,7.71009992790222E9,7.11518996810913E9,9.64573997974396E9,9.68186997079849E9,8.457730035066599E9,9.71170008563995E9,9.14816001033783E9,1.0493259958267199E10,1.02758300952911E10,8.221490032196039E9,7.48408006954193E9,1.0809940140724201E10,9.19950004422665E9,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAN,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Panama,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.05131988525391E8,7.91944427490234E7,8.9796012878418E7,1.4252212524414098E8,8.2726188659668E7,2.72989532470703E8,1.4255331420898402E8,1.18328689575195E8,8.67700347900391E7,1.06128959655762E8,9.73415451049805E7,1.1451811218261701E8,7.18073501586914E7,1.16477012634277E8,7.58584365844727E7,9.64540939331055E7,1.2187098693847701E8,9.38962936401367E7,7.38915328979492E7,6.29262161254883E7,6.87225036621094E7,6.22487945556641E7,7.28573226928711E7,8.03978958129883E7,1.56616287231445E8,1.18623687744141E8,7.61987838745117E7,7.33924942016602E7,4.18424682617188E7,3.66243705749512E7,1.9965510559082E8,2.12254318237305E8,3.1048178100585896E8,1.28724197387695E8,4.47129554748535E7,5.54299125671387E7,5.42713737487793E7,5.07448387145996E7,4.33970336914063E7,3.5700954437255904E7,4.33325424194336E7,5.62281684875488E7,4.51953659057617E7,4.83416786193848E7,3.85586547851563E7,3.58392181396484E7,5.1696826934814505E7,-1.11400314331055E8,3.95584030151367E7,6.3258640289306596E7,9.678741455078131E7,9.00854873657227E7,5.21780586242676E7,1.18580722808838E7,-1.9139030456543E8,1.50657444000244E7,3.0536014556884803E7,5.11090927124023E7,4.4400730133056596E7,8.18291015625E7,1.551953125E8,8.42906036376953E7,1.2954557800293E8,4.10184387207031E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PST,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Post-demographic dividend,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,2.076970036864281E9,2.3016900547742867E9,2.230599970310924E9,1.6369299441464245E9,1.326000052809718E9,1.2045799997523427E9,1.1271400194168086E9,1.0930699887275693E9,7.64149991512298E8,6.541399991996589E8,5.662600173950198E8,1.0646600032038989E9,3.582500023841859E8,3.5623000538349175E8,2.146699944734574E8,2.906799962520604E8,1.940100009441376E8,1.9481999631226063E8,1.9016999983787492E8,3.981300075240432E8,7.83589984614402E8,2.844040020847695E9,1.9754299899730837E9,1.6347699961215267E9,2.265930035263299E9,2.4155999888181715E9,2.902720024704937E9,2.751140001714236E9,3.810240027129653E9,4.409629994511602E9,4.0124099228084145E9,4.237319963987919E9,3.119830052614213E9,2.7670200146734724E9,3.303289974093439E9,1.4048200108408933E9,1.5361799902319913E9,1.4097100419998174E9,1.4847699775695798E9,1.4350499911308293E9,1.5988999910354621E9,1.4986300086975095E9,1.4924299954175959E9,1.4419699871540077E9,2.228319962501531E9,2.6371899597644815E9,5.013090082168581E9,2.176800012588498E9,2.4411900196075444E9,2.336510030746463E9,4.156470045089727E9,2.527100042343146E9,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UGA,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Uganda,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.3518359375E8,2.3469566345214802E8,2.970888671875E8,2.0142538452148402E8,2.1668212890625E8,1.7961361694335902E8,1.87390258789063E8,1.8033091735839802E8,1.78697540283203E8,2.08436157226563E8,2.47419891357422E8,2.16679931640625E8,2.5115858459472698E8,1.13227111816406E8,7.79114456176758E7,2.08680679321289E8,8.38135452270508E7,6.39336128234863E7,1.2500216674804701E8,1.34664306640625E8,2.9639404296875E8,3.6540539550781304E8,3.57762634277344E8,3.8112149047851604E8,4.65937072753906E8,5.0934729003906304E8,4.4537075805664104E8,5.90916748046875E8,7.19988342285156E8,9.43772094726563E8,1.07759057617188E9,1.03192822265625E9,1.07704541015625E9,9.47427429199219E8,1.1083837890625E9,1.12652612304688E9,9.32006958007813E8,1.2117626953125E9,9.9568603515625E8,9.13514404296875E8,1.36995080566406E9,1.37088818359375E9,1.16767944335938E9,1.40692626953125E9,1.57628344726563E9,1.51270642089844E9,1.90567993164063E9,1.9467880859375E9,1.76998352050781E9,2.00634106445313E9,1.52483129882813E9,1.68016687011719E9,1.78124182128906E9,1.83217260742188E9,1.74725317382813E9,1.89200109863281E9,2.06395703125E9,2.32246044921875E9,2.15740991210938E9,2.27848095703125E9,3.36918725585938E9,2.63937084960938E9,2.24878076171875E9,2.25659057617188E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BFA,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Burkina Faso,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1791234.9700927702,1.4941551208496101E7,4.41561126708984E7,4.01357002258301E7,1.29748672485352E8,1.4328999328613302E8,1.3691958618164098E8,1.45920883178711E8,1.67426040649414E8,1.7250596618652302E8,1.5706976318359402E8,1.92971267700195E8,2.0369667053222698E8,3.0007949829101604E8,4.6122787475585896E8,3.5243298339843804E8,3.0973742675781304E8,4.03090759277344E8,4.98456298828125E8,5.46974548339844E8,5.24536987304688E8,5.88447143554688E8,5.93574645996094E8,5.11296112060547E8,5.30607971191406E8,5.32858947753906E8,6.2387353515625E8,5.25477600097656E8,5.39500549316406E8,5.05864807128906E8,5.31344177246094E8,6.7402294921875E8,6.44848754882813E8,7.28143005371094E8,6.46815490722656E8,6.52426391601563E8,5.70818969726563E8,5.65746459960938E8,6.11149719238281E8,6.04942749023438E8,3.31718078613281E8,6.64606384277344E8,7.23003051757813E8,7.53389831542969E8,8.21237243652344E8,8.60601928710938E8,1.07360717773438E9,1.02778002929688E9,1.02445300292969E9,1.15365551757813E9,8.99447570800781E8,9.8577294921875E8,1.21585510253906E9,1.09952905273438E9,1.18845446777344E9,1.15903991699219E9,1.19435107421875E9,1.01561370849609E9,1.29270568847656E9,1.23410021972656E9,1.86252160644531E9,1.63447106933594E9,1.46219836425781E9,1.43642199707031E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VCT,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,St. Vincent and the Grenadines,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,602787.017822266,2.0290470123291E7,2.7883279800415E7,2.03375415802002E7,1.6377944946289102E7,1.6733928680419901E7,1.74961814880371E7,2.5090938568115197E7,2.4319694519043002E7,2.07713947296143E7,1.4742992401123E7,1.09902153015137E7,1.51553087234497E7,2.97109355926514E7,2.74127082824707E7,3.05488300323486E7,2.56591167449951E7,2.50443172454834E7,2.48568134307861E7,2.69535522460938E7,2.03945713043213E7,1.58555002212524E7,6.20285682678223E7,3.44209518432617E7,5726632.1182251,3.07700843811035E7,2.14376468658447E7,7861615.18096924,1.36469192504883E7,6694646.83532715,7986925.12512207,1.0335609436035201E7,8435767.17376709,5183616.16134644,6.87157135009766E7,2.41696071624756E7,2.94072570800781E7,1.71742076873779E7,1.74026908874512E7,8484189.0335083,8676716.804504389,1.01074390411377E7,1.50180950164795E7,9538200.37841797,1.28136587142944E7,1.97483711242676E7,9.28150634765625E7,8.21220016479492E7,1.27885246276855E8,1.60600700378418E7,2.1283740997314498E7
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MLT,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Malta,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.4171157836914098E8,1.08439392089844E8,9.42072906494141E7,1.8161943054199198E8,1.9979862976074198E8,1.57935134887695E8,1.59122482299805E8,1.45177505493164E8,1.6556755065918E8,1.38076446533203E8,1.62384353637695E8,1.14507873535156E8,9.50466079711914E7,1.6175885009765598E8,1.11929504394531E8,1.49216552734375E8,1.34121948242188E8,1.2370864105224599E8,1.32603698730469E8,1.46040496826172E8,4.28001670837402E7,1.60512176513672E8,8.00791244506836E7,1.3689414978027302E8,3.48708648681641E7,5.33127784729004E7,1.5627099037170399E7,-2701596.02165222,-5089450.83618164,-9334137.91656494,8637187.004089361,3.45947341918945E7,6382556.915283199,5.23285293579102E7,7.26081695556641E7,1.54390754699707E7,1.06097808837891E8,3.58716201782227E7,3.46864242553711E7,4.07208251953125E7,3.90248985290527E7,3185110.09216309,1.87993488311768E7,1.2539999961853001E7,7639999.8664856,,,,,,,,,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ETH,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Ethiopia,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.54710723876953E8,1.9180262756347698E8,2.1346722412109402E8,1.9699864196777302E8,1.2488151550293E8,1.5845933532714802E8,1.83942596435547E8,1.9108726501464802E8,2.9961679077148396E8,2.4925619506835902E8,2.7811776733398396E8,2.86261505126953E8,2.68555877685547E8,3.37583251953125E8,5.53516052246094E8,5.32626647949219E8,5.60099853515625E8,3.97394805908203E8,4.3477938842773396E8,5.24350280761719E8,5.28682434082031E8,6.6215283203125E8,5.50890014648438E8,9.42614990234375E8,1.07714086914063E9,2.078283203125E9,1.49346142578125E9,1.23969384765625E9,1.81516271972656E9,1.33719848632813E9,1.63257531738281E9,1.74307202148438E9,1.75783532714844E9,1.68324536132813E9,1.62668127441406E9,1.20476452636719E9,1.13271374511719E9,8.74898864746094E8,1.02244293212891E9,9.86369750976563E8,1.12220166015625E9,1.79821276855469E9,2.08168627929688E9,2.34507739257813E9,2.4089560546875E9,2.51813671875E9,2.46568676757813E9,2.91237817382813E9,3.68528857421875E9,4.327478515625E9,3.18390893554688E9,3.728056640625E9,3.53270239257813E9,4.13596630859375E9,3.7899306640625E9,3.75322485351563E9,4.81464404296875E9,4.7875166015625E9,5.4571591796875E9,5.2499990234375E9,5.7840966796875E9,4.2266611328125E9,5.14046484375E9,5.401845703125E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,1.902499961853032E8,1.408600006103517E8,1.261800041198731E8,1.8468000793457067E8,1.963000030517578E8,2.5220999908447298E8,3.26300003051758E8,4.3005999755859405E8,2.64110000610351E8,2.1516000366210932E8,1.676100044250485E8,2.6611999511718696E8,1.537200012207031E8,1.755800056457522E8,7.62099990844726E7,1.369799995422363E8,8.736999893188481E7,7.594999814033507E7,7.297000265121466E7,6.329999637603757E7,8.198000049591061E7,3.0224999666214013E8,5.2493999624252295E8,3.943599929809572E8,5.3331000518798816E8,6.073800010681161E8,6.444399948120128E8,6.827600021362312E8,8.151800003051767E8,1.1013899955749514E9,8.297899894714355E8,1.0800400085449226E9,7.983199863433837E8,1.041449991226196E9,1.0432199997901919E9,,,,,,,,,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRY,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Paraguay,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,8.77899475097656E7,8.07749786376953E7,2.4101053237915E7,6.5170280456543E7,6.507843017578131E7,6.720465087890631E7,6.6124443054199204E7,8.54615783691406E7,6.99066619873047E7,8.93843994140625E7,9.244140625E7,9.90050354003906E7,8.92202606201172E7,7.56922302246094E7,1.0519039916992201E8,6.96715774536133E7,8.26142044067383E7,1.0011891937255901E8,7.89360733032227E7,6.24814262390137E7,6.581524658203131E7,9.70458908081055E7,1.7111636352539098E8,1.02772384643555E8,9.560968017578131E7,7.81400527954102E7,8.6683479309082E7,8.09774551391602E7,7.93694686889648E7,1.1058876800537099E8,7.82670974731445E7,1.7163143920898402E8,7.37651596069336E7,1.00848197937012E8,7.88503494262695E7,1.0831562805175799E8,7.339105224609381E7,1.0336515045166E8,8.25135116577148E7,9.29632797241211E7,8.91275482177734E7,9.03896255493164E7,8.90731506347656E7,8.26591949462891E7,4.97428665161133E7,6.85933303833008E7,7.71381378173828E7,1.30432586669922E8,1.42560821533203E8,1.61627182006836E8,1.28629577636719E8,9.85349349975586E7,1.24993644714355E8,1.4041302490234402E8,7.016046142578131E7,7.05777969360352E7,1.0459602355957E8,1.65763931274414E8,1.7562382507324198E8,1.33898284912109E8,3.199541015625E8,1.7489955139160198E8,1.0283908843994099E8,2.23693115234375E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,2.0302969837188736E10,2.117267960000038E10,1.9274530018776672E10,2.557117993472517E10,3.167525972342491E10,4.0002559592247025E10,3.9462889456987404E10,3.445828059184552E10,3.436741036963465E10,3.7810480442523964E10,4.087956008815768E10,3.726258978176118E10,3.59677300720215E10,3.456742983749323E10,3.4863069364547745E10,3.6027439722061165E10,3.47435700798035E10,3.1397960556983967E10,2.969573004341127E10,2.9752069887638107E10,3.998204975605013E10,4.1444389415681366E10,3.502330023419859E10,2.994595011901857E10,3.149554983854296E10,2.4855580013751984E10,2.7407349977493298E10,2.4256269800663006E10,2.630063015174867E10,2.53397697401047E10,2.417629013442994E10,2.8744329949378975E10,2.8357610020637524E10,2.6151500004768383E10,2.4836269899368286E10,2.694820991706851E10,2.5795290069580086E10,2.5380470056533813E10,2.9989330001056202E10,3.3103760127097397E10,3.522025997829438E10,3.590553976345065E10,3.447753992271427E10,4.569191005516057E10,4.3576750046730064E10,4.7572319744110146E10,5.2838970551729225E10,5.421216931909327E10,5.78372301502228E10,5.4560659460067764E10,6.3352999917984055E10,6.284409036064152E10,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNG,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Mongolia,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,1.32481880187988E7,1.22033557891846E7,1.06669387817383E7,9334685.32562256,6072875.02288818,6230819.22531128,6384373.1880188,5299632.07244873,5875839.23339844,1.38673858642578E7,1.41972990036011E7,8480274.20043945,6274178.9817810105,9681008.33892822,1.9988439559936497E7,7.72194137573242E7,1.20499206542969E8,1.18303558349609E8,1.7757899475097698E8,1.31744720458984E8,1.63665252685547E8,2.2119203186035198E8,2.0355191040039098E8,2.01844848632813E8,2.14199340820313E8,2.45333480834961E8,2.4022271728515598E8,2.61934997558594E8,2.5482342529296902E8,2.2124125671386698E8,2.04910140991211E8,2.2306689453125E8,2.3756556701660198E8,3.2113803100585896E8,2.67118560791016E8,3.26930877685547E8,4.48240478515625E8,4.2012026977539104E8,3.0175991821289104E8,2.5008848571777302E8,3.13166534423828E8,7.20918823242188E8,3.3718395996093804E8,3.17870330810547E8,6.85283935546875E8,2.8666317749023396E8,2.9912927246093804E8,2.60169830322266E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PSE,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,West Bank and Gaza,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8596939086914104E8,7.35939819335938E8,7.0413818359375E8,7.97100341796875E8,9.30015197753906E8,9.43956848144531E8,8.65146118164063E8,1.06546594238281E9,1.64750744628906E9,1.5706982421875E9,1.4835029296875E9,1.5390888671875E9,1.28832836914063E9,1.62901232910156E9,1.89258740234375E9,2.64834350585938E9,3.21010595703125E9,2.72666967773438E9,2.59062963867188E9,2.102904296875E9,2.85314477539063E9,2.61242602539063E9,2.16887866210938E9,2.83079711914063E9,2.45425048828125E9,2.513328125E9,2.55677368164063E9,2.19838427734375E9,2.17734716796875E9,2.34703149414063E9,3.623873046875E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,"Venezuela, RB",Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,-2547524.92904663,-1.04738855361938E7,7.03353942871094E8,3.504287109375E8,-4.3473983764648396E8,3.90620155334473E7,2.0517349243164098E8,1.78328689575195E8,1.23358245849609E8,7.49027633666992E7,3.49254302978516E7,5.2420680999755904E7,5.03835830688477E7,4.22985191345215E7,2.2754976272583E7,1.3846331596374499E7,-6.52285614013672E7,-3.60858612060547E7,-6.3423282623291E7,2.52147102355957E7,4.32993202209473E7,4.6412868499755904E7,5.25776901245117E7,5.1590850830078095E7,5.37545280456543E7,5.0498321533203095E7,4.7200103759765595E7,4.27606353759766E7,4.8179050445556596E7,1.23695083618164E8,1.28454818725586E8,4.6681789398193404E7,4.62959671020508E7,5.86910018920898E7,3.63274993896484E7,5.64151992797852E7,4.6310546875E7,3249702.93045044,5.93614044189453E7,6.65651397705078E7,1.36013168334961E8,7.64708480834961E7,9.34249038696289E7,1.1534677886962901E8,5.8943977355957E7,6.07697105407715E7,6.93238830566406E7,8.0183349609375E7,6.21902084350586E7,6.38367118835449E7,5.24840545654297E7,5.03762435913086E7,5.4650821685791E7,4.01661834716797E7,4.4711277008056596E7,4.33147850036621E7,5.13471717834473E7,9.97148818969727E7,1.6203036499023402E8,2.94045379638672E8,3.68177276611328E8,2.8614221191406304E8,2.8496469116210896E8,4.0529507446289104E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LKA,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Sri Lanka,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,8.81477432250977E7,8.78894119262695E7,1.08227142333984E8,8.66706390380859E7,7.07037582397461E7,1.16224060058594E8,2.3258964538574198E8,3.4222476196289104E8,3.7835244750976604E8,3.51991027832031E8,3.5483407592773396E8,3.53294006347656E8,3.22678466796875E8,2.7599560546875E8,3.31978942871094E8,5.6211279296875E8,6.18803344726563E8,6.16342529296875E8,9.05181579589844E8,8.27808898925781E8,9.45086608886719E8,9.25475891113281E8,1.02049841308594E9,1.14421594238281E9,1.13763562011719E9,1.14417993164063E9,1.04578601074219E9,7.55654113769531E8,8.90472839355469E8,8.51870727539063E8,9.25093017578125E8,1.02029925537109E9,7.22860290527344E8,7.57121154785156E8,6.11501220703125E8,4.64458526611328E8,3.85075744628906E8,2.9612069702148396E8,3.7183877563476604E8,1.8829920959472698E8,2.30614776611328E8,3.0681311035156304E8,3.20731384277344E8,6.34489318847656E8,4.3331503295898396E8,1.16372875976563E9,7.51806518554688E8,5.44147888183594E8,6.41699829101563E8,6.3235009765625E8,4.25425231933594E8,5.43962280273438E8,4.2351748657226604E8,3.85394256591797E8,4.68952178955078E8,5.0024179077148396E8,4.3242929077148396E8,3.48614074707031E8,-2.73681640625E8,2.0224102783203098E8,2.1543734741210902E8,1.6742387390136698E8,6647133.82720947,8.27259826660156E8
