"","code","year","speed","SL.TLF.ACTI.FE.ZS_fut","EG.ELC.ACCS.ZS_fut","IT.NET.USER.ZS_fut","SI.SPR.PGAP_fut","IQ.SPI.OVRL_fut","wat_sm_t_fut","wat_imp_prem_t_fut","wat_imp_qual_t_fut","wat_imp_av_t_fut","electricity_fut","ghggdp_fut","lifeexpectancy_fut","gender_fut","education_fut"
"2451","ITA",2029,0.25,57.58,NA,90.4766199803544,1.355,NA,96.9,97.9,96.8625,NA,5.19,NA,84.0125,93.475,10.92
"2452","ITA",2029,0.5,57.76,NA,91.6132963936694,1.31,NA,97,97.9875,96.925,NA,5.28,NA,84.1222222222222,93.55,11.04
"2453","ITA",2029,1,58.12,NA,93.5219370503028,1.24666666666667,NA,97.1875,98.1625,97.05,NA,5.46,NA,84.3194444444445,93.68,11.2575
"2454","ITA",2029,2,58.8377777777778,NA,96.1691057545073,1.12666666666667,NA,97.5321428571429,98.4678571428571,97.28,NA,5.82000000000001,NA,84.6452380952381,93.92,11.6775
"2455","ITA",2029,4,60.1977777777777,NA,98.6887610814511,0.886666666666661,NA,98.0934523809524,98.9385714285714,97.68,NA,6.48333333333335,NA,85.102619047619,94.3,12.4007142857143
"2456","ITA",2030,1,58.3,NA,94.162132372346,1.22666666666667,NA,97.2575,98.2278571428571,97.1,NA,5.52,NA,84.3894444444445,93.72,11.3275
"2457","ITA",2030,0.25,57.625,NA,90.7154790386577,1.3475,NA,96.92,97.9175,96.875,NA,5.205,NA,84.035,93.4875,10.94
"2458","ITA",2030,0.5,57.85,NA,92.0323232449907,1.29666666666667,NA,97.04,98.0225,96.95,NA,5.31,NA,84.1622222222222,93.575,11.08
"2459","ITA",2030,2,59.1777777777778,NA,96.9089760164197,1.08666666666667,NA,97.6521428571429,98.5732142857143,97.36,NA,5.94,NA,84.7543650793651,94,11.8007142857143
"2460","ITA",2030,4,60.8555555555556,NA,99.136726029884,0.806666666666661,NA,98.2934523809524,99.0985714285714,97.84,NA,6.68333333333335,NA,85.2150793650794,94.4133333333333,12.6172619047619
"2461","JAM",2025,0.25,68.5,97.7425,90.3460101010101,2.55,73.898125,NA,70.01,NA,74.46,1.725,NA,71.65,94.41,10.05
"2462","JAM",2025,0.5,68.5,97.785,90.5881428635184,2.5,74.2925473190829,NA,70.22,NA,74.52,1.75,NA,71.7,94.42,10.1
"2463","JAM",2025,1,68.5,97.8658823529412,91.0543999325437,2.4,75.0721131053169,NA,70.6359523809524,NA,74.64,1.8,NA,71.8,94.44,10.2
"2464","JAM",2025,2,68.5,98.0242647058824,91.9214298654761,2.2,76.5893895118232,NA,71.4560028966039,NA,74.88,1.9,NA,72,94.48,10.38
"2465","JAM",2025,4,68.5,98.3015056022409,93.4310891141544,1.88,79.4482324502793,NA,73.0463068212024,NA,75.345,2.14000000000001,NA,72.4,94.56,10.7355555555555
"2466","JAM",2026,0.25,68.5275,97.785,90.5881428635184,2.5375,74.2925473190829,NA,70.22,NA,74.52,1.7375,NA,71.7,94.415,10.075
