"","time","SL.TLF.ACTI.FE.ZS","EG.ELC.ACCS.ZS","IT.NET.USER.ZS","SI.SPR.PGAP","IQ.SPI.OVRL","wat_sm_t","wat_imp_prem_t","wat_imp_qual_t","wat_imp_av_t"
"1728",1.19047619047619,NA,NA,0.2,NA,NA,NA,NA,NA,NA
"1729",1.56084656084656,NA,NA,0.3,NA,NA,NA,NA,NA,NA
"1730",1.85496420790538,NA,NA,0.4,NA,NA,NA,NA,NA,NA
"1731",2.10496420790538,NA,NA,0.5,NA,NA,NA,NA,NA,NA
"1732",2.32235551225321,NA,NA,0.6,NA,NA,NA,NA,NA,NA
"1733",2.51103475753623,NA,NA,0.7,NA,NA,NA,NA,NA,NA
"1734",2.68052628295996,NA,NA,0.8,NA,NA,NA,NA,NA,NA
"1735",2.83437243680611,NA,NA,0.9,NA,NA,NA,NA,NA,NA
"1736",2.97722957966326,NA,NA,1,NA,NA,NA,NA,NA,NA
"1737",3.10880852703168,NA,NA,1.1,NA,NA,NA,NA,NA,NA
"1738",3.23075974654387,NA,NA,1.2,NA,NA,NA,NA,NA,NA
"1739",3.3457022752795,NA,NA,1.3,NA,NA,NA,NA,NA,NA
"1740",3.45322915699993,NA,NA,1.4,NA,NA,NA,NA,NA,NA
"1741",3.55526997332646,NA,NA,1.5,NA,NA,NA,NA,NA,NA
"1742",3.65142381948031,NA,NA,1.6,NA,NA,NA,NA,NA,NA
"1743",3.74316693874637,NA,NA,1.7,NA,NA,NA,NA,NA,NA
"1744",3.83088623699198,NA,NA,1.8,NA,NA,NA,NA,NA,NA
"1745",3.91491985043736,NA,NA,1.9,NA,NA,NA,NA,NA,NA
"1746",3.99556501172768,NA,NA,2,NA,NA,NA,NA,NA,NA
"1747",4.07308439157264,NA,NA,2.1,NA,NA,NA,NA,NA,NA
"1748",4.14827236149745,NA,NA,2.2,NA,NA,NA,NA,NA,NA
"1749",4.2207361296134,NA,NA,2.3,NA,NA,NA,NA,NA,NA
"1750",4.29066619954347,NA,NA,2.4,NA,NA,NA,NA,NA,NA
"1751",4.35869341042782,NA,NA,2.5,NA,NA,NA,NA,NA,NA
"1752",4.42448288411203,NA,NA,2.6,NA,NA,NA,NA,NA,NA
"1753",4.48858544821459,NA,NA,2.7,NA,NA,NA,NA,NA,NA
"1754",4.55108544821459,NA,NA,2.8,NA,NA,NA,NA,NA,NA
"1755",4.61206105797069,NA,NA,2.9,NA,NA,NA,NA,NA,NA
"1756",4.6715848674945,NA,NA,3,NA,NA,NA,NA,NA,NA
"1757",4.72972440237822,NA,NA,3.1,NA,NA,NA,NA,NA,NA
"1758",4.7865425841964,NA,NA,3.2,NA,NA,NA,NA,NA,NA
"1759",4.84209813975196,NA,NA,3.3,NA,NA,NA,NA,NA,NA
"1760",4.89644596583892,NA,NA,3.4,NA,NA,NA,NA,NA,NA
"1761",4.94963745520062,NA,NA,3.5,NA,NA,NA,NA,NA,NA
"1762",5.00199347614303,NA,NA,3.6,NA,NA,NA,NA,NA,NA
"1763",5.05327552742508,NA,NA,3.7,NA,NA,NA,NA,NA,NA
"1764",5.10352678370648,NA,NA,3.8,NA,NA,NA,NA,NA,NA
"1765",5.15303173420153,NA,NA,3.9,NA,NA,NA,NA,NA,NA
"1766",5.20181222200641,NA,NA,4,NA,NA,NA,NA,NA,NA
"1767",5.24965911195857,NA,NA,4.1,NA,NA,NA,NA,NA,NA
"1768",5.29682892327932,NA,NA,4.2,NA,NA,NA,NA,NA,NA
"1769",5.3433405511863,NA,NA,4.3,NA,NA,NA,NA,NA,NA
"1770",5.38921211081932,NA,NA,4.4,NA,NA,NA,NA,NA,NA
"1771",5.4344609795976,NA,NA,4.5,NA,NA,NA,NA,NA,NA
"1772",5.47910383674046,NA,NA,4.6,NA,NA,NA,NA,NA,NA
"1773",5.52315670017659,NA,NA,4.7,NA,NA,NA,NA,NA,NA
"1774",5.56663496104615,NA,NA,4.8,NA,NA,NA,NA,NA,NA
"1775",5.60955341598177,NA,NA,4.9,NA,NA,NA,NA,NA,NA
"1776",5.65210660747113,NA,NA,5,NA,NA,NA,NA,NA,NA
"1777",5.69412341419382,NA,NA,5.1,NA,NA,NA,NA,NA,NA
"1778",5.73561719012743,NA,NA,5.2,NA,NA,NA,NA,NA,NA
"1779",5.77676945350192,NA,NA,5.3,NA,NA,NA,NA,NA,NA
"1780",5.81741986000598,NA,NA,5.4,NA,NA,NA,NA,NA,NA
"1781",5.85774244065114,NA,NA,5.5,NA,NA,NA,NA,NA,NA
"1782",5.89774244065114,NA,NA,5.6,NA,NA,NA,NA,NA,NA
"1783",5.93726813235075,NA,NA,5.7,NA,NA,NA,NA,NA,NA
"1784",5.97648381862526,NA,NA,5.8,NA,NA,NA,NA,NA,NA
"1785",6.01539432446184,NA,NA,5.9,NA,NA,NA,NA,NA,NA
"1786",6.05385586292337,NA,NA,6,NA,NA,NA,NA,NA,NA
"1787",6.09202380185467,NA,NA,6.1,NA,NA,NA,NA,NA,NA
"1788",6.12990258973346,NA,NA,6.2,NA,NA,NA,NA,NA,NA
"1789",6.16749657469587,NA,NA,6.3,NA,NA,NA,NA,NA,NA
"1790",6.20481000753169,NA,NA,6.4,NA,NA,NA,NA,NA,NA
"1791",6.24184704456872,NA,NA,6.5,NA,NA,NA,NA,NA,NA
"1792",6.27861175045108,NA,NA,6.6,NA,NA,NA,NA,NA,NA
"1793",6.31510810081604,NA,NA,6.7,NA,NA,NA,NA,NA,NA
"1794",6.35147173717968,NA,NA,6.8,NA,NA,NA,NA,NA,NA
"1795",6.38757282021217,NA,NA,6.9,NA,NA,NA,NA,NA,NA
"1796",6.42341511411898,NA,NA,7,NA,NA,NA,NA,NA,NA
"1797",6.45900230273108,NA,NA,7.1,NA,NA,NA,NA,NA,NA
"1798",6.49446329563888,NA,NA,7.2,NA,NA,NA,NA,NA,NA
"1799",6.52967456324451,NA,NA,7.3,NA,NA,NA,NA,NA,NA
"1800",6.56463959820955,NA,NA,7.4,NA,NA,NA,NA,NA,NA
"1801",6.59948280378446,NA,NA,7.5,NA,NA,NA,NA,NA,NA
"1802",6.63408487990903,NA,NA,7.6,NA,NA,NA,NA,NA,NA
"1803",6.66856763852972,NA,NA,7.7,NA,NA,NA,NA,NA,NA
"1804",6.70281421387218,NA,NA,7.8,NA,NA,NA,NA,NA,NA
"1805",6.73694390670495,NA,NA,7.9,NA,NA,NA,NA,NA,NA
"1806",6.77084221178969,NA,NA,8,NA,NA,NA,NA,NA,NA
"1807",6.80462599557348,NA,NA,8.1,NA,NA,NA,NA,NA,NA
"1808",6.83829602924351,NA,NA,8.2,NA,NA,NA,NA,NA,NA
"1809",6.87174084529702,NA,NA,8.3,NA,NA,NA,NA,NA,NA
"1810",6.90507417863036,NA,NA,8.4,NA,NA,NA,NA,NA,NA
"1811",6.93829676999248,NA,NA,8.5,NA,NA,NA,NA,NA,NA
"1812",6.97130007032252,NA,NA,8.6,NA,NA,NA,NA,NA,NA
"1813",7.00419480716462,NA,NA,8.7,NA,NA,NA,NA,NA,NA
"1814",7.03698169241052,NA,NA,8.8,NA,NA,NA,NA,NA,NA
"1815",7.06966143097261,NA,NA,8.9,NA,NA,NA,NA,NA,NA
"1816",7.10212896344015,NA,NA,9,NA,NA,NA,NA,NA,NA
"1817",7.13449142298707,NA,NA,9.1,NA,NA,NA,NA,NA,NA
"1818",7.1667494875032,NA,NA,9.2,NA,NA,NA,NA,NA,NA
"1819",7.19890382833921,NA,NA,9.3,NA,NA,NA,NA,NA,NA
"1820",7.2309551103905,NA,NA,9.4,NA,NA,NA,NA,NA,NA
"1821",7.26290399217963,NA,NA,9.5,NA,NA,NA,NA,NA,NA
"1822",7.29465002392566,NA,NA,9.6,NA,NA,NA,NA,NA,NA
"1823",7.32629559354592,NA,NA,9.7,NA,NA,NA,NA,NA,NA
"1824",7.35784133487084,NA,NA,9.8,NA,NA,NA,NA,NA,NA
"1825",7.38928787575134,NA,NA,9.9,NA,NA,NA,NA,NA,NA
"1826",7.42063583813379,NA,NA,10,NA,NA,NA,NA,NA,NA
"1827",7.45188583813379,NA,NA,10.1,NA,NA,NA,NA,NA,NA
"1828",7.48303848610886,NA,NA,10.2,NA,NA,NA,NA,NA,NA
"1829",7.51409438672998,NA,NA,10.3,NA,NA,NA,NA,NA,NA
"1830",7.54505413905196,NA,NA,10.4,NA,NA,NA,NA,NA,NA
"1831",7.57591833658283,NA,NA,10.5,NA,NA,NA,NA,NA,NA
"1832",7.60668756735206,NA,NA,10.6,NA,NA,NA,NA,NA,NA
"1833",7.63736241397783,NA,NA,10.7,NA,NA,NA,NA,NA,NA
"1834",7.66794345373318,NA,NA,10.8,NA,NA,NA,NA,NA,NA
"1835",7.69843125861123,NA,NA,10.9,NA,NA,NA,NA,NA,NA
"1836",7.72882639538934,NA,NA,11,NA,NA,NA,NA,NA,NA
"1837",7.75912942569237,NA,NA,11.1,NA,NA,NA,NA,NA,NA
"1838",7.78934090605491,NA,NA,11.2,NA,NA,NA,NA,NA,NA
"1839",7.81946138798262,NA,NA,11.3,NA,NA,NA,NA,NA,NA
"1840",7.84949141801265,NA,NA,11.4,NA,NA,NA,NA,NA,NA
"1841",7.87943153777313,NA,NA,11.5,NA,NA,NA,NA,NA,NA
"1842",7.90928228404179,NA,NA,11.6,NA,NA,NA,NA,NA,NA
"1843",7.93904418880369,NA,NA,11.7,NA,NA,NA,NA,NA,NA
"1844",7.96871777930814,NA,NA,11.8,NA,NA,NA,NA,NA,NA
"1845",7.99830357812471,NA,NA,11.9,NA,NA,NA,NA,NA,NA
"1846",8.02780210319846,NA,NA,12,NA,NA,NA,NA,NA,NA
"1847",8.05721386790434,NA,NA,12.1,NA,NA,NA,NA,NA,NA
"1848",8.08653938110082,NA,NA,12.2,NA,NA,NA,NA,NA,NA
"1849",8.11577914718269,NA,NA,12.3,NA,NA,NA,NA,NA,NA
"1850",8.14493366613313,NA,NA,12.4,NA,NA,NA,NA,NA,NA
"1851",8.17400343357499,NA,NA,12.5,NA,NA,NA,NA,NA,NA
"1852",8.20298894082137,NA,NA,12.6,NA,NA,NA,NA,NA,NA
"1853",8.23189067492541,NA,NA,12.7,NA,NA,NA,NA,NA,NA
"1854",8.26070911872945,NA,NA,12.8,NA,NA,NA,NA,NA,NA
"1855",8.28944475091336,NA,NA,12.9,NA,NA,NA,NA,NA,NA
"1856",8.31809804604229,NA,NA,13,NA,NA,NA,NA,NA,NA
"1857",8.34666947461372,NA,NA,13.1,NA,NA,NA,NA,NA,NA
"1858",8.37515950310375,NA,NA,13.2,NA,NA,NA,NA,NA,NA
"1859",8.40356859401284,NA,NA,13.3,NA,NA,NA,NA,NA,NA
"1860",8.43189720591086,NA,NA,13.4,NA,NA,NA,NA,NA,NA
"1861",8.46014579348148,NA,NA,13.5,NA,NA,NA,NA,NA,NA
"1862",8.48831480756599,NA,NA,13.6,NA,NA,NA,NA,NA,NA
"1863",8.51640469520644,NA,NA,13.7,NA,NA,NA,NA,NA,NA
"1864",8.54441589968823,NA,NA,13.8,NA,NA,NA,NA,NA,NA
"1865",8.57234886058209,NA,NA,13.9,NA,NA,NA,NA,NA,NA
"1866",8.60020401378543,NA,NA,14,NA,NA,NA,NA,NA,NA
"1867",8.62798179156321,NA,NA,14.1,NA,NA,NA,NA,NA,NA
"1868",8.65568262258814,NA,NA,14.2,NA,NA,NA,NA,NA,NA
"1869",8.6833069319804,NA,NA,14.3,NA,NA,NA,NA,NA,NA
"1870",8.71085514134679,NA,NA,14.4,NA,NA,NA,NA,NA,NA
"1871",8.73840335071318,NA,NA,14.5,NA,NA,NA,NA,NA,NA
"1872",8.76587587818571,NA,NA,14.6,NA,NA,NA,NA,NA,NA
"1873",8.79327313845968,NA,NA,14.7,NA,NA,NA,NA,NA,NA
"1874",8.82059554283127,NA,NA,14.8,NA,NA,NA,NA,NA,NA
"1875",8.84784349923454,NA,NA,14.9,NA,NA,NA,NA,NA,NA
"1876",8.87501741227802,NA,NA,15,NA,NA,NA,NA,NA,NA
"1877",8.90211768328073,NA,NA,15.1,NA,NA,NA,NA,NA,NA
"1878",8.92914471030775,NA,NA,15.2,NA,NA,NA,NA,NA,NA
"1879",8.95609888820533,NA,NA,15.3,NA,NA,NA,NA,NA,NA
"1880",8.98298060863544,NA,NA,15.4,NA,NA,NA,NA,NA,NA
"1881",9.00986232906554,NA,NA,15.5,NA,NA,NA,NA,NA,NA
"1882",9.03667198054007,NA,NA,15.6,NA,NA,NA,NA,NA,NA
"1883",9.06340994845451,NA,NA,15.7,NA,NA,NA,NA,NA,NA
"1884",9.09007661512118,NA,NA,15.8,NA,NA,NA,NA,NA,NA
"1885",9.11667235980203,NA,NA,15.9,NA,NA,NA,NA,NA,NA
"1886",9.14319755874102,NA,NA,16,NA,NA,NA,NA,NA,NA
"1887",9.16965258519605,NA,NA,16.1,NA,NA,NA,NA,NA,NA
"1888",9.19603780947046,NA,NA,16.2,NA,NA,NA,NA,NA,NA
"1889",9.22242303374486,NA,NA,16.3,NA,NA,NA,NA,NA,NA
"1890",9.24873882321855,NA,NA,16.4,NA,NA,NA,NA,NA,NA
"1891",9.27498554237865,NA,NA,16.5,NA,NA,NA,NA,NA,NA
"1892",9.30116355284986,NA,NA,16.6,NA,NA,NA,NA,NA,NA
"1893",9.32727321342427,NA,NA,16.7,NA,NA,NA,NA,NA,NA
"1894",9.35331488009093,NA,NA,16.8,NA,NA,NA,NA,NA,NA
"1895",9.37928890606496,NA,NA,16.9,NA,NA,NA,NA,NA,NA
"1896",9.40526293203899,NA,NA,17,NA,NA,NA,NA,NA,NA
"1897",9.43116966779028,NA,NA,17.1,NA,NA,NA,NA,NA,NA
"1898",9.45700946107194,NA,NA,17.2,NA,NA,NA,NA,NA,NA
"1899",9.48278265694822,NA,NA,17.3,NA,NA,NA,NA,NA,NA
"1900",9.50848959782226,NA,NA,17.4,NA,NA,NA,NA,NA,NA
"1901",9.53413062346329,NA,NA,17.5,NA,NA,NA,NA,NA,NA
"1902",9.55977164910431,NA,NA,17.6,NA,NA,NA,NA,NA,NA
"1903",9.58534709667464,NA,NA,17.7,NA,NA,NA,NA,NA,NA
"1904",9.61085730075628,NA,NA,17.8,NA,NA,NA,NA,NA,NA
"1905",9.63630259337714,NA,NA,17.9,NA,NA,NA,NA,NA,NA
"1906",9.66168330403704,NA,NA,18,NA,NA,NA,NA,NA,NA
"1907",9.68706401469694,NA,NA,18.1,NA,NA,NA,NA,NA,NA
"1908",9.71238047039314,NA,NA,18.2,NA,NA,NA,NA,NA,NA
"1909",9.73763299564567,NA,NA,18.3,NA,NA,NA,NA,NA,NA
"1910",9.76282191252224,NA,NA,18.4,NA,NA,NA,NA,NA,NA
"1911",9.78794754066294,NA,NA,18.5,NA,NA,NA,NA,NA,NA
"1912",9.81307316880365,NA,NA,18.6,NA,NA,NA,NA,NA,NA
"1913",9.83813582544525,NA,NA,18.7,NA,NA,NA,NA,NA,NA
"1914",9.86313582544525,NA,NA,18.8,NA,NA,NA,NA,NA,NA
"1915",9.8880734813056,NA,NA,18.9,NA,NA,NA,NA,NA,NA
"1916",9.91294910319615,NA,NA,19,NA,NA,NA,NA,NA,NA
"1917",9.9378247250867,NA,NA,19.1,NA,NA,NA,NA,NA,NA
"1918",9.96263862086833,NA,NA,19.2,NA,NA,NA,NA,NA,NA
"1919",9.98739109611586,NA,NA,19.3,NA,NA,NA,NA,NA,NA
"1920",10.0120824541405,NA,NA,19.4,NA,NA,NA,NA,NA,NA
"1921",10.0367738121652,NA,NA,19.5,NA,NA,NA,NA,NA,NA
"1922",10.0614043540372,NA,NA,19.6,NA,NA,NA,NA,NA,NA
"1923",10.0859743786072,NA,NA,19.7,NA,NA,NA,NA,NA,NA
"1924",10.1104841825288,NA,NA,19.8,NA,NA,NA,NA,NA,NA
"1925",10.1349939864503,NA,NA,19.9,NA,NA,NA,NA,NA,NA
"1926",10.1594438642009,NA,NA,20,NA,NA,NA,NA,NA,NA
"1927",10.1838341081034,NA,NA,20.1,NA,NA,NA,NA,NA,NA
"1928",10.2081650083467,NA,NA,20.2,NA,NA,NA,NA,NA,NA
"1929",10.23249590859,NA,NA,20.3,NA,NA,NA,NA,NA,NA
"1930",10.2567677532502,NA,NA,20.4,NA,NA,NA,NA,NA,NA
"1931",10.2809808283107,NA,NA,20.5,NA,NA,NA,NA,NA,NA
"1932",10.3051354176827,NA,NA,20.6,NA,NA,NA,NA,NA,NA
"1933",10.3292900070547,NA,NA,20.7,NA,NA,NA,NA,NA,NA
"1934",10.3533863925968,NA,NA,20.8,NA,NA,NA,NA,NA,NA
"1935",10.3774248541353,NA,NA,20.9,NA,NA,NA,NA,NA,NA
"1936",10.4014633156738,NA,NA,21,NA,NA,NA,NA,NA,NA
"1937",10.4254441310215,NA,NA,21.1,NA,NA,NA,NA,NA,NA
"1938",10.4493675759976,NA,NA,21.2,NA,NA,NA,NA,NA,NA
"1939",10.4732339244463,NA,NA,21.3,NA,NA,NA,NA,NA,NA
"1940",10.4971002728949,NA,NA,21.4,NA,NA,NA,NA,NA,NA
"1941",10.5209097967045,NA,NA,21.5,NA,NA,NA,NA,NA,NA
"1942",10.5446627658256,NA,NA,21.6,NA,NA,NA,NA,NA,NA
"1943",10.5684157349467,NA,NA,21.7,NA,NA,NA,NA,NA,NA
"1944",10.5921124174112,NA,NA,21.8,NA,NA,NA,NA,NA,NA
"1945",10.6157530793497,NA,NA,21.9,NA,NA,NA,NA,NA,NA
"1946",10.6393937412883,NA,NA,22,NA,NA,NA,NA,NA,NA
"1947",10.6629786469487,NA,NA,22.1,NA,NA,NA,NA,NA,NA
"1948",10.6865080587134,NA,NA,22.2,NA,NA,NA,NA,NA,NA
"1949",10.7099822371171,NA,NA,22.3,NA,NA,NA,NA,NA,NA
"1950",10.7334564155209,NA,NA,22.4,NA,NA,NA,NA,NA,NA
"1951",10.7568756192679,NA,NA,22.5,NA,NA,NA,NA,NA,NA
"1952",10.7802401052492,NA,NA,22.6,NA,NA,NA,NA,NA,NA
"1953",10.8036045912306,NA,NA,22.7,NA,NA,NA,NA,NA,NA
"1954",10.8269146145406,NA,NA,22.8,NA,NA,NA,NA,NA,NA
"1955",10.8502246378506,NA,NA,22.9,NA,NA,NA,NA,NA,NA
"1956",10.8734804518041,NA,NA,23,NA,NA,NA,NA,NA,NA
"1957",10.8966823079526,NA,NA,23.1,NA,NA,NA,NA,NA,NA
"1958",10.9198841641011,NA,NA,23.2,NA,NA,NA,NA,NA,NA
"1959",10.9430323122492,NA,NA,23.3,NA,NA,NA,NA,NA,NA
"1960",10.9661270004709,NA,NA,23.4,NA,NA,NA,NA,NA,NA
"1961",10.9892216886926,NA,NA,23.5,NA,NA,NA,NA,NA,NA
"1962",11.012263163347,NA,NA,23.6,NA,NA,NA,NA,NA,NA
"1963",11.0352516690941,NA,NA,23.7,NA,NA,NA,NA,NA,NA
"1964",11.0582401748413,NA,NA,23.8,NA,NA,NA,NA,NA,NA
"1965",11.0811759546578,NA,NA,23.9,NA,NA,NA,NA,NA,NA
"1966",11.1041117344743,NA,NA,24,NA,NA,NA,NA,NA,NA
"1967",11.1269950296688,NA,NA,24.1,NA,NA,NA,NA,NA,NA
"1968",11.1498260798971,NA,NA,24.2,NA,NA,NA,NA,NA,NA
"1969",11.1726571301254,NA,NA,24.3,NA,NA,NA,NA,NA,NA
"1970",11.1954361734056,NA,NA,24.4,NA,NA,NA,NA,NA,NA
"1971",11.2182152166858,NA,NA,24.5,NA,NA,NA,NA,NA,NA
"1972",11.2409424894131,NA,NA,24.6,NA,NA,NA,NA,NA,NA
"1973",11.2636182263745,NA,NA,24.7,NA,NA,NA,NA,NA,NA
"1974",11.286293963336,NA,NA,24.8,NA,NA,NA,NA,NA,NA
"1975",11.3089183977251,NA,NA,24.9,NA,NA,NA,NA,NA,NA
"1976",11.3315428321142,NA,NA,25,NA,NA,NA,NA,NA,NA
"1977",11.3541161955454,NA,NA,25.1,NA,NA,NA,NA,NA,NA
"1978",11.3766895589766,NA,NA,25.2,NA,NA,NA,NA,NA,NA
"1979",11.3992120814991,NA,NA,25.3,NA,NA,NA,NA,NA,NA
"1980",11.4217346040216,NA,NA,25.4,NA,NA,NA,NA,NA,NA
"1981",11.444206514134,NA,NA,25.5,NA,NA,NA,NA,NA,NA
"1982",11.4666784242463,NA,NA,25.6,NA,NA,NA,NA,NA,NA
"1983",11.48909994891,NA,NA,25.7,NA,NA,NA,NA,NA,NA
"1984",11.5114713135632,NA,NA,25.8,NA,NA,NA,NA,NA,NA
"1985",11.5338426782165,NA,NA,25.9,NA,NA,NA,NA,NA,NA
"1986",11.5561641067879,NA,NA,26,NA,NA,NA,NA,NA,NA
"1987",11.5784855353593,NA,NA,26.1,NA,NA,NA,NA,NA,NA
"1988",11.6007572502814,NA,NA,26.2,NA,NA,NA,NA,NA,NA
"1989",11.6230289652034,NA,NA,26.3,NA,NA,NA,NA,NA,NA
"1990",11.6452511874257,NA,NA,26.4,NA,NA,NA,NA,NA,NA
"1991",11.6674734096479,NA,NA,26.5,NA,NA,NA,NA,NA,NA
"1992",11.6896956318701,NA,NA,26.6,NA,NA,NA,NA,NA,NA
"1993",11.7118685808723,NA,NA,26.7,NA,NA,NA,NA,NA,NA
"1994",11.7340415298745,NA,NA,26.8,NA,NA,NA,NA,NA,NA
"1995",11.7561654236798,NA,NA,26.9,NA,NA,NA,NA,NA,NA
"1996",11.7782893174852,NA,NA,27,NA,NA,NA,NA,NA,NA
"1997",11.8003643726728,NA,NA,27.1,NA,NA,NA,NA,NA,NA
"1998",11.8224394278604,NA,NA,27.2,NA,NA,NA,NA,NA,NA
"1999",11.8444658595785,NA,NA,27.3,NA,NA,NA,NA,NA,NA
"2000",11.8664922912966,NA,NA,27.4,NA,NA,NA,NA,NA,NA
"2001",11.8885187230146,NA,NA,27.5,NA,NA,NA,NA,NA,NA
"2002",11.9104967449926,NA,NA,27.6,NA,NA,NA,NA,NA,NA
"2003",11.9324747669707,NA,NA,27.7,NA,NA,NA,NA,NA,NA
"2004",11.9544045915321,NA,NA,27.8,NA,NA,NA,NA,NA,NA
"2005",11.9763344160935,NA,NA,27.9,NA,NA,NA,NA,NA,NA
"2006",11.9982162541679,NA,NA,28,NA,NA,NA,NA,NA,NA
"2007",12.0200980922423,NA,NA,28.1,NA,NA,NA,NA,NA,NA
"2008",12.0419799303167,NA,NA,28.2,NA,NA,NA,NA,NA,NA
"2009",12.063813991452,NA,NA,28.3,NA,NA,NA,NA,NA,NA
"2010",12.0856480525874,NA,NA,28.4,NA,NA,NA,NA,NA,NA
"2011",12.1074821137228,NA,NA,28.5,NA,NA,NA,NA,NA,NA
"2012",12.1292686060975,NA,NA,28.6,NA,NA,NA,NA,NA,NA
"2013",12.1510550984722,NA,NA,28.7,NA,NA,NA,NA,NA,NA
"2014",12.172841590847,NA,NA,28.8,NA,NA,NA,NA,NA,NA
"2015",12.1945807212817,NA,NA,28.9,NA,NA,NA,NA,NA,NA
"2016",12.2163198517165,NA,NA,29,NA,NA,NA,NA,NA,NA
"2017",12.2380589821513,NA,NA,29.1,NA,NA,NA,NA,NA,NA
"2018",12.2597509561209,NA,NA,29.2,NA,NA,NA,NA,NA,NA
"2019",12.2814429300906,NA,NA,29.3,NA,NA,NA,NA,NA,NA
"2020",12.3031349040602,NA,NA,29.4,NA,NA,NA,NA,NA,NA
"2021",12.3247799257052,NA,NA,29.5,NA,NA,NA,NA,NA,NA
"2022",12.3464249473502,NA,NA,29.6,NA,NA,NA,NA,NA,NA
"2023",12.3680699689953,NA,NA,29.7,NA,NA,NA,NA,NA,NA
"2024",12.3897149906403,NA,NA,29.8,NA,NA,NA,NA,NA,NA
"2025",12.4113132627785,NA,NA,29.9,NA,NA,NA,NA,NA,NA
"2026",12.4329115349167,NA,NA,30,NA,NA,NA,NA,NA,NA
"2027",12.454509807055,NA,NA,30.1,NA,NA,NA,NA,NA,NA
"2028",12.4761080791932,NA,NA,30.2,NA,NA,NA,NA,NA,NA
"2029",12.4976598033311,NA,NA,30.3,NA,NA,NA,NA,NA,NA
"2030",12.5192115274691,NA,NA,30.4,NA,NA,NA,NA,NA,NA
"2031",12.540763251607,NA,NA,30.5,NA,NA,NA,NA,NA,NA
"2032",12.5623149757449,NA,NA,30.6,NA,NA,NA,NA,NA,NA
"2033",12.5838666998829,NA,NA,30.7,NA,NA,NA,NA,NA,NA
"2034",12.6053720762269,NA,NA,30.8,NA,NA,NA,NA,NA,NA
"2035",12.626877452571,NA,NA,30.9,NA,NA,NA,NA,NA,NA
"2036",12.6483828289151,NA,NA,31,NA,NA,NA,NA,NA,NA
"2037",12.6698882052592,NA,NA,31.1,NA,NA,NA,NA,NA,NA
"2038",12.6913935816033,NA,NA,31.2,NA,NA,NA,NA,NA,NA
"2039",12.7128989579474,NA,NA,31.3,NA,NA,NA,NA,NA,NA
"2040",12.7343581854152,NA,NA,31.4,NA,NA,NA,NA,NA,NA
"2041",12.755817412883,NA,NA,31.5,NA,NA,NA,NA,NA,NA
"2042",12.7772766403508,NA,NA,31.6,NA,NA,NA,NA,NA,NA
"2043",12.7987358678186,NA,NA,31.7,NA,NA,NA,NA,NA,NA
"2044",12.8201950952864,NA,NA,31.8,NA,NA,NA,NA,NA,NA
"2045",12.8416543227542,NA,NA,31.9,NA,NA,NA,NA,NA,NA
"2046",12.8631135502221,NA,NA,32,NA,NA,NA,NA,NA,NA
"2047",12.8845727776899,NA,NA,32.1,NA,NA,NA,NA,NA,NA
"2048",12.9060320051577,NA,NA,32.2,NA,NA,NA,NA,NA,NA
"2049",12.9274912326255,NA,NA,32.3,NA,NA,NA,NA,NA,NA
"2050",12.9489504600933,NA,NA,32.4,NA,NA,NA,NA,NA,NA
"2051",12.9704096875611,NA,NA,32.5,NA,NA,NA,NA,NA,NA
"2052",12.9918229637924,NA,NA,32.6,NA,NA,NA,NA,NA,NA
"2053",13.0132362400236,NA,NA,32.7,NA,NA,NA,NA,NA,NA
"2054",13.0346495162549,NA,NA,32.8,NA,NA,NA,NA,NA,NA
"2055",13.0560627924862,NA,NA,32.9,NA,NA,NA,NA,NA,NA
"2056",13.0774760687174,NA,NA,33,NA,NA,NA,NA,NA,NA
"2057",13.0988893449487,NA,NA,33.1,NA,NA,NA,NA,NA,NA
"2058",13.12030262118,NA,NA,33.2,NA,NA,NA,NA,NA,NA
"2059",13.1417618486478,NA,NA,33.3,NA,NA,NA,NA,NA,NA
"2060",13.1632210761156,NA,NA,33.4,NA,NA,NA,NA,NA,NA
"2061",13.1846803035834,NA,NA,33.5,NA,NA,NA,NA,NA,NA
"2062",13.2061395310512,NA,NA,33.6,NA,NA,NA,NA,NA,NA
"2063",13.227598758519,NA,NA,33.7,NA,NA,NA,NA,NA,NA
"2064",13.2490579859868,NA,NA,33.8,NA,NA,NA,NA,NA,NA
"2065",13.2705172134546,NA,NA,33.9,NA,NA,NA,NA,NA,NA
"2066",13.2919764409224,NA,NA,34,NA,NA,NA,NA,NA,NA
"2067",13.3134356683903,NA,NA,34.1,NA,NA,NA,NA,NA,NA
"2068",13.3348948958581,NA,NA,34.2,NA,NA,NA,NA,NA,NA
"2069",13.3563541233259,NA,NA,34.3,NA,NA,NA,NA,NA,NA
"2070",13.3778133507937,NA,NA,34.4,NA,NA,NA,NA,NA,NA
"2071",13.3993187271378,NA,NA,34.5,NA,NA,NA,NA,NA,NA
"2072",13.4208241034819,NA,NA,34.6,NA,NA,NA,NA,NA,NA
"2073",13.4423294798259,NA,NA,34.7,NA,NA,NA,NA,NA,NA
"2074",13.46383485617,NA,NA,34.8,NA,NA,NA,NA,NA,NA
"2075",13.4853402325141,NA,NA,34.9,NA,NA,NA,NA,NA,NA
"2076",13.5068456088582,NA,NA,35,NA,NA,NA,NA,NA,NA
